Tweet	lang
bolan news tez vote dubara nai hoga sab ka kharcha kon dega or imran khan jeeta ha koe chori nai hua awam pti ka ha baki sab chor ha 15 saal se pti k ilawa sab ne mulk ko dar padar kiya ha	Roman Urdu
is sa zaeda mohabbat apni pak fauj ka lea kea ho gi pak fauj zindabad pakistan paindabad	Roman Urdu
haniqureshi5 yeh wohi miadad hay jo kuch din pehle tak pti ki taraeefo k pul baand rahy thy ab kya hua	Roman Urdu
bhai maine ye tu nae kaha k pmln ja pm a rha hai	Mixed
gulbukhari apki pti say kia saar hai madam aap haar chuki hain shikast tasleem karen	Roman Urdu
array ab to hmary dekhnay say b burra maan jatay woh bolnay ki zaroort nai prti tabdeeli	Roman Urdu
thinking and laughing when ik said ns tum ab mandela bunnay ki koshish na krna pata ni itnee purani baat likin	Mixed
koi president ki b baat karo wo kon hoga imrankhan	Mixed
mainay kal itna bara paragraph wessay he prha aisi he bht se examples k baad likha huwa tha pmln ko vote denay k barabr hai	Mixed
anwarlodhi anwar bhai q league bara drma baz niklay bloody vote dala inko pti ka omeedwar tak nhi khara kiya bast	Mixed
beshk qoom do hi bar jagi ik jb jb allama iqbal ny jgaya or mulk hasil kiya or ik aj jb ik ny jagaya	Roman Urdu
jinko allah izat deta ha ap kese usko ganda kah sakte ho pti se pehle b sae e tha haters are everywhere	Mixed
khushi tu bht hai kehna tu bht kuch chahta ho leken kis ko sunnawoo un ko tu joty mar k samjha diya gaya	Roman Urdu
shaznadeem35 har ik shab meri taza azaab mein guzri tumharay baad tumharay hi khuwab mein guzri mein ik phool hoon wo mujhy rakh	Roman Urdu
aqseyy haye ye educated log mere pmln walay bhaiyo ko achay nai lag rahe hon ge	Mixed
puri qoom shana ba shana ik k 7 hei in sha allah	Roman Urdu
punjab me hukomat sazi k lye 149 arkan ki himayat darkar azad mpas ki shamoliat se pti 138 pmln ki 129 seats rana sanaulah k azad arkan	Roman Urdu
pti ki jeet ki khushi me puray office me mithai banti ja rahi e	Mixed
j e r r y 01 ye jo sab nayapakistan k naaray lga rhy hain kisi ny khud ko change krny ki koshish nahi ki mentality ab bhi sab ki wohi hai	Mixed
pmln 129 pa punjab pti 123 pa punjab pppp 76 pa sindh pti 23 pa sindh irregularities maybe dhandli	Mixed
us074953 tahirshafimirza ye aj ki khabbar ha itney halq bataey ja rahey hein k gunman hota ha pti 20 25 seats loose kar chukki	Mixed
ya mqm ke zakhmon pe namak ki garnish	Mixed
madina ki ryasat jesa banana chahta hoon pakistan ko primeministerimrankhan	Mixed
daat k khara hai ab imran theek karega sab kaptaaaaan now over to you imrankhanpti we did it haan	Mixed
pti biryani and samundar karachi wins	Mixed
insafpk han kyun k ik ko allah nay jo de diya us k baad kisi aur cheez ki zarurat nahi	Mixed
siasatpk taza tareen ittala yeh hai keh pti kay imran khan nay 24 24 crore ki boli fee umeedwar laga di hai market may tezi ka rujhan hai	Mixed
woh pochna yeh tha k jab nayapakistan baney ga tab b phoopho garmiyoon ki chutiyaan mekay guzarein gi	Roman Urdu
islamabad sobai saddar pti sardar yar mohammad rind islamabad talab wazir e aala balochistan k liye mushawirat ki jaye gi media	Roman Urdu
sheikhfahad96 former secretary general pti punjab	English
sheikhsafina faizan88001 peaceforchange agar ik ki zati zindagi pe ghor kiya jaye to wo muslim kehlany k be like nai	Mixed
geonews urdu yar kitny munafikat hai ik ke jeet hazam nhe ho rahy	Roman Urdu
bilkul isi terha imran khan pmln mey ghusa or ghus k phat gaya	Roman Urdu
all these pmln dumbs saying that khan saab boht bari bari baten kar gae hain ab kar ke bi dikhaen ulu k patho ns se to behtar hai	Roman Urdu
arsched tum log kahi khush bhi ho army ik ka sath day us pay sab bolnay lag jaty hain nawaz ko jail main dalay	Mixed
usamashabirusa1 subsy bara proof mulk k hlat ki stability hy jo election k bad mulk apni routine k mutabiq kam kry	Mixed
karachi sindh main tabdeeli ki hawa ppp 74 nashiston per kamyaab pti 18 mqm 12 gda 11 tlp 3 pml n 1 rhp 1	Roman Urdu
yeh cheez	Roman Urdu
cival baladasti kon laein gay choor loooteray ab to itni awaam nay in chooro ko reject kiya ha	Mixed
imran khan as pakistan s pm imran khan kubool hai kubool hai kubool hai pa janab ye nikaah nahi oath taking ceremony hai	Mixed
ye jadoo ki charhi ka kamal hey	Roman Urdu
its asimrashid bbcurdu ya bbc urdu bohot anti pti banta ja raha ha pata nahe kiyung	Mixed
pti karachi ne sahi basant manai hai bokaata	Roman Urdu
ghazmar94 alirazatweets yar central punjab ma dhandli b pmln ne ki air roo b rai	Mixed
beenish rana jaanamir7 anwarlodhi imrankhanpti terrorism usne nai army ne khatam kiya	Mixed
oyesheikhni pti karachi ki sub se barhi siyasi bn chuki hy aglay saal inshallah yh seats b nhi milengi mqm ko	Mixed
f r e e karachi jangli admi konsi muhajir qaum ma khud urdu speaking hoon karachi ka rehne wala par mqm se zada m	Mixed
naya ptv mubarak ho	Roman Urdu
ek awaaz hai joh mere kano mein goonj rahi hai shaiiiiiiirr ik wari faaaaiiiiiirrrr kitna badha cancer tha woh	Mixed
karachi ki awaam ne sabit krdiya kay wo bashahor or educated log hen mahajiro ne pakistan kay lye bhot qurbaniyan di hain	Roman Urdu
pti walo ny bna to dia	Roman Urdu
imrankhanpti ak mashwani choor kaa ihtsab kro jis k bare mae pore pti k loog b keh raha hae baqi kesi kaa mat karo	Roman Urdu
m shahbazsharif yah pti walo nay dhandli ki hay yah bat paki hay sor u r good nad great leader	Mixed
hahaha thank god finally mje yakeen tha ik ke pm bnane ka warna aise bat krta me	Mixed
mansoor ali khawajamasif khoti k bachy jo ppp or pmln akhty howy hy un ki b bat kiya kro	Roman Urdu
aajkamrankhan ppp pmln jui desil sab choro ko awam ne utha kr guter me phenk deya	Roman Urdu
aik special original copy nawaz aur maryam ko bijwa di jaye nawazsharif nawazsharifkolanahai iamhamzaabbasi	Mixed
pakistanwins imran khan ki jeet sirf pti ki jeet nhi h ye pori qoum ki jeet h hmari trf sa sb ko mubarik	Mixed
lahore k logo ko tameeez nahi hai jaangleee hain	Roman Urdu
imran khan ki speech se waqi laga k ik normal simple admi ki zubaan bol rahi hai and jo last mai kaha k dua karain k mujay himmat de	Mixed
tu ye ecp walay andhay ha in ko nazar ni ata y bewaquf banay howe ha	Roman Urdu
isb ppp ka pmln or digar jamaton k sath wifaq me hukomat bananay se inkar ayaz sadiq ka chief ec par janibdari ka ilzam istifa ka mutalba	Roman Urdu
electionresults2018 na 242 pti	English
yousufnazar bushragohar nadeemfparacha pmln got 129 seats in punjab pti got 123 so who win punjab munfaqeen par allah ki lanat	Mixed
ab kamayabi imran khan k phatt choosay gi imrankhanpti primeministerimrankhan leader naya pakistan electionresults2018	Mixed
naya pakistan main 6months ki chuttiyan honi cahiye woh bhi saal main 2 dafah funniesttweets imrankhan	Mixed
tumhara bas chale pori pakistan ko pti bana dooo kuch zada nhi hoo raha ub kuch ka bht zada	Roman Urdu
tait hony ki wajah se to pm ni bna	Mixed
pakistan ki jan hain ap imran khan hain ap primeministerimrankhan imrankhanpti	Mixed
aj k din ka hamara hero imrankhan electionpakistan2018	Mixed
inshaallah i want aleem khan sahab as cm punjab	Mixed
wajih sani tere mqm waise bhi biqao maal hai tension na le	Mixed
ghustakhi e imran khan hogae nahin	Roman Urdu
babarawanpk dhandli srf waha hui jahan se pti ne win kya baki intikhabat to shafaf hain na sir meetha meetga hup	Roman Urdu
mera khial khan sab ko lahore wali seat rakhni chaei baqi sari phor pti jeet jaye gi but ye seat agar khan sab ne chori to phir ni milegi	Roman Urdu
zartajgullwazir good luck ik plzzz ya kom bohat musibton ki mari hui ha jhalat khtam krna talim achi kerna	Mixed
mera wazeer e azam aj b mian nawaz shareef ha wo mera qaid b ha ma pti per ik per aur aasi parliment per laant bhejta	Roman Urdu
bbhuttozardari pti jeetyga	Roman Urdu
har wo candidate jo pti ke muqabil 10 000 15 000 das hazar voton se hara he dobara ginti karwa le jeet ka imkan he sirf dobara ginti se	Mixed
parvez masoom tabindasamar president zarori ni pti ka e hu she has to be in pakistan	Mixed
sir ap ki dua bs qabool ho gayii but i wish kash k ap bh naya pakistan hamrey sath dekhtey missujj waseembadami	Mixed
jinko lagta hai is dafa elections ma dhaandli hoi hai wo pehle 126 din ka dharna de baad ma sochta hai kya karna ha	Mixed
bhai idr ya tweet dakh k sab ko moot par jani ha iss sa acha delete kr do 2 3 saal bad phir sa karna tab tak in ko aqal a jy gi	Mixed
is bandy ko supreme court ny nawaz sharif ki tarha chor dako kaha sadiq amin nai hai ye sb kaha	Mixed
maryamnsharif baji aaj ek shair hojaye imrankhanpti ki speech per pakistanelections2018 nayapakistan	Mixed
nayapakistan just see purany ppl faces in naya pakistan	English
ali muhammadpti sir pti me ap jesa koi banda ab tak nh dekha love u sir kash ap hamry halqy k mna hoty	Mixed
121 pmln 101622 pti 71308 ind 29301 tlp 20930	Roman Urdu
me tuh kehti thi pti hi jeete gi	Roman Urdu
zahra shahid zara apa jee mere pti k dosto tum shayd inka qatal bhol gye sharm magar tumko ati nahi	Roman Urdu
pakistan ko 1 saal chalany k lye 26 arab dollar chaheyen aur 2 corrupt log aesy hain jin k 35 arab dollar bahar	Mixed
imrankhanpti agla hakomt azad kashmir my pti ke houn gy	Mixed
sub say ziada intazr kia hai mein ne is din ka shayad khud ik say bhi ziada sir aa jaen samnay imrankhanpti	Mixed
mianshahid17 naveedahmed2001 hahaha yar kio itna jal raha he vo dono to adiala chale gae 11 saal se pehle to	Roman Urdu
islamabad imran khan 14 august se pehlay wazir e azam k ohday ka halaf uthayen gay pti naeem ul haq	Roman Urdu
mubarak part 3 pti ke supporters ki khaas baat tu mene aap ko bataayi hi nai d party main rehne ke liye apni bi	Mixed
mfahadsafeer may nay pmln walo say behas karna chor di hay kyun k unsay behas karte hue aisa lagta hay jesay banda apni daadi ko ipho	Roman Urdu
our es ki sath geo ki ghar mai matam ka sama howa chahta hai	Roman Urdu
doston k sath jashan primeministerimrankhan bhot shukria lahore shair ka janaza nikalne ka	Mixed
no idea about it but i think kisi ex pmln banday ko nai bnana chaye	Mixed
jidher dharna tha dhar diya ab burnol ki zaroorat hogi un ko jin ko dhara gya	Roman Urdu
oblay hoay anday ko kyun pm banay hoa tha hamara khan tu shuru sy hero hai electionpakistan2018	Mixed
rukhsar98 dekho dekho kon aya sher aya sher aya	Roman Urdu
bilkul zyada lug raha hai but aap mqm k garh azizabad hi ja ker dekh lain samajh aajaigi k kion haari hai mqm	Roman Urdu
moaviya4 azmabokhari pti walya khud paa ghafor sy pochtya hyan paa ghafor kheer mea mitha koi zayda he nai ho gya	Roman Urdu
na 246 pti ke shakoor shad kamyab good bye ppp from lyari	Mixed
kash tum azaad hoti or main jahangir tareen utha k lejata tmhain justforfun jahangirtareen pti imrankhan wazireazamimrankhan	Mixed
nayapakistan opposition se na ho paaye ga	Mixed
sub pti frends ko kamyabi mubrak ho	Mixed
lahore ki qaumi assembly ki 14 nashiston me 10 pr pmln 4 pr pti kamyab qarar na 131 se imran khan 84313 saad rafique 83633 vote lay sakay	Roman Urdu
aap thaktay nahin wasimakramlive nayapakistan imrankhanspeech welcomekingkhan	Mixed
if you saying for re election bring money if then pti win u will b ban forever agree	English
pmln did a lot of work in rawalpindi multan and bahawalpur rawalpindi 0 multan 0 bahawalpur 1 aese logo ka ilaaj ppp hi hai	Mixed
pmln said vote ko izzat do awam ne vote ko izzat dedi	Mixed
aymansherwani mujhy lagta he 2 3 saal baad in lafangon ne khud mid term election k ly maan jana he pmln aur ppp ne aatma rol deni he in k kaptaan k	Roman Urdu
mene ik bht bra logic laga kr kaha ha ye pr smjhdar k liye ishara kaafi hota	Roman Urdu
rzeshan7 haiderkabbasi wtf dharna do ye beghairt pti or khalai makhlooq ko expose kro kutay ka bacha imran speech may bhoonk rha	Mixed
ab khalai mahlok azad candidates ko bolay ge k pti main shamal ho jao ta k cm b pti ka e bnay	Mixed
apni apni degreeyon ko taki shaki mar lo ek crore nokriya arahi ha nayapakistan	Roman Urdu
ab 100 100 dafa tu recounting nh ho sakti na ak br ka option hota bs	Mixed
waisey on a serious note agar shehbaz sharif aur imran khan thora sa dil bara kerain aur mil ke kaam karein to mulk taraqi ker sakta hai	Mixed
ham hain pakistani r pti tigers	Mixed
allah ne ye din bi dekhana tha rigging ki bat kn kr rha hai	Mixed
omg intahai darpok or buzdil qoum hy india	Mixed
i hope ik ne jo promises kiye hain wo unko pora karay	Mixed
sabena42 karachi afaq ahmed ka mqm h ki chairmanship chorhny ka elaan election me shikast ki zimmedari qubol party ko nai qayadat ki z	Roman Urdu
pti ka hukumat saazi ke lye mqm se rabta pti ke rabtay ke baad mqm ka opposition parties ki apc me shirkat na kernay ka faisla	Mixed
zaidzamanhamid main bhi pti ka hoon but i agreed 100 yeh tareqa naheen hay	Mixed
ialishazainab munh kala croupto ka deta hai dohai rey tabdeli ai rey tabdeli ai rey rok sko tu rok lo tabdeli ai rey pti rey	Roman Urdu
ooo chachi abhi hakumat ayi nai he us ki abhi us ko credit na do theek he naaa	Mixed
mery imrankhanpti se request h dr yasmeen ko women seats p pnjab isambly m la k cm pnujab bnaya jay nayapakistan	Mixed
mqm ko ye bat yaad rakhi chaheay ke sirf hyderabad ka shehar unke sath khara hai agar apni party bachani hai to agay ehtiyat karain	Mixed
kiya ahmadis kamzoor tabka nahi electionresults2018	Mixed
qoum sa kitab karnay wazeer e azam imran khan a gyay ay haye ay haye let the fun begin tabdeeli a nae rahi a gayi	Roman Urdu
pmln 127 pti 121 ppp 6 independent 27	English
faisalabad sy 5 seats mili han pti ko kabhi pmln k ilawa nai mili kisi ko	Mixed
faiqa pti walo ko loyalty b show karni huti hai	Mixed
yep do you think pti kaam karwaegi yahan	Mixed
pmln sa hai koi yahan	Roman Urdu
chairman pti our tamam party doston ko pti ke tareekhi kamyabi pe mubrak bad peash karta ho asad mir lashari taluka info sec pti mirwah	Roman Urdu
itni sublime aur khoobsoorat mature tareen speech ya allah yeh aadmi naimat hai pls yeh hamara leader hi rahe aameen	Mixed
ibrahim00441 ehtijaj dhus ho gya	Roman Urdu
rehamkhan1 bibi rona nahi please primeministerimrankhan	Mixed
waiting for u sir aamirkhan imrankhan pakistan pti aamir khan imrankhanpti	Mixed
bc naye pakistan ma bhi net slow ha ptcl ka kiya yar imrankhan	Mixed
salimsahto its wolf zangejohakeem do do hath ho gay punjab men akseryat milny k bad matlb kaam nikalty hy sindh k daihee elakon ma gda aur pti k umedwaron sy hath utha liya gaya agr punjab men kam seats milty to phr y sab gda aur pti wali jeet jaty	Roman Urdu
sadiayounas77 waseembadami inshallah pti pakistan kay haq may achi ho ge inshallah	Roman Urdu
hahah taar se guzarty hue bhr naara b lgaye gi i i pti	Roman Urdu
bushra thebest majidhumayun achi batain har insaaan krleta hai madam or humy shoq nh usky jalsy dekhny ka apky a	Mixed
officialteamik wajih sani farooq sattar ki apnay ghar mai koi nahin sunta mqm mai kaun sunnay ga	Roman Urdu
itni jaldi asar huna shuru hugya primeministerimrankhan	Mixed
abidifactor bc kaam kon karega mqm ne karachi main kaam kia kardia yeh bata har ko kabool karo aur aagay barho	Roman Urdu
hashimandokhail nazranayusufzai pti zindabad chief justice zindabad pak army zindabad	Mixed
iska jeetna pata hy kaisa hy jaise mazedar daal chawal ke akhri niwale mein kankar aa jana electionresult2018 aamirliaquat	Mixed
yahooooooo mere halqe se bhi pti jeet gaye na254 primeministerimrankhan karachikaptaanka	Mixed
kiun ke nawaz sharif ko dekhnay ke liye log jail me gaye hen aj	Roman Urdu
kuch dar ki khamoshi hai kanoo mai phir shor ayga tumhara to bass waqt ha humhara phir sy zaman ayga jeeya mqm	Roman Urdu
u rocks mil gai pmln k vote ko izat primeministerimrankhan	Mixed
pmlsadia itne zyada insha allha copy paste kya ho gaya he wo jail gaya he nani ami k gar nae abi or dekhe kitne at	Mixed
agar pmln ki sari campaign vote ko izzat dou per base kerti rahi tou rigging claim k bawajod election results maan kyun ni letay	Mixed
jab roti sasti hogi aur mehengi hogi jaan woh din bhi aye ga jab aisa hoga pakistan ab sirf imran khan	Roman Urdu
hamidsalman9 mujibshami1 madam chori nahi huva balke tumhare ek ke badle me 10 pti ko pare hai patwaran	Mixed
jo bola wo kardia	Roman Urdu
iamhamzaabbasi congratulations iamhamzaabbasi ab ki baar srf imrankhan	Mixed
abidifactor gulbukhari shahzadiqbaal darinday ho tum loug saray k saray allah ka shukar k uss nay karachi k	Roman Urdu
rana sanaullah k bhi adyala k din any waly hen let him enjoy insafians electionpakistan2018 jeetgayakaptaan	Mixed
ppp and baba fazlu ka koi deen imaan nahi hai yaar	Roman Urdu
sir g aap jagah decide kr lein hum banday le k aa jaein ge	Mixed
nayapakora as par ur logic phir tu pti walon ka raja nasir abbas mmw ki leadership sai bi milna galat hai	Mixed
haiderkabbasi wacas pti pti walo se koi such bat ki tawaqo na pehle the na ab hay	Mixed
meri imran khan se guzarish hai k wo punjab ka cm mian muhammad aslam iqbal ko nominate kary pti concler abdulrehman	Roman Urdu
nayapakistan pakistan ma tabdeeli k jo log shaukeen ha bs itny guzarish ha baishk koi or kam mat kro lkn aisa koi	Roman Urdu
mubarak ho imran khan pti	Roman Urdu
undar ki khabar he ballaypethappa moaqqalo ne bhi lagaya tab ja ker jeeti apni pti wah re bushra bibi	Roman Urdu
ik ko pm bnty he is mulk ko secular bnaa dena chahye asap	Mixed
shazbkhanzdageo dhakty ha mqm apni baat p sabitqadam rhty ha k ni	Roman Urdu
tallatumair tallatumair o bahi sedi baat kr ky monthly naho mil rahi ab because monthly deny waly jail mn hy	Mixed
gulshan ab sirf imran kha lyarii bhuto ka safaya baldia se vote ko izzat di korangi se mqm ka sfaya	Roman Urdu
pressnews3g qaumi assembly k 267 halqon k sarkari nataij jari pti 115 pml n 64 ppp 43 mma 13 azad 13 mqm 6 pml q 4 gda 2 bnp 2 anp 1	Roman Urdu
